Date,Region_Name,Area_Code,Average_Price_SA
2011-07-01,Yorkshire and The Humber,E12000003,121911
2011-07-01,London,E12000007,309964
2011-07-01,North East,E12000001,110253
2011-07-01,North West,E12000002,119546
2011-07-01,England and Wales,K04000001,161388
2011-07-01,Great Britain,K03000001,154832
2011-07-01,United Kingdom,K02000001,153560
2011-08-01,Wales,W92000004,120031
2011-08-01,England,E92000001,164122
2011-08-01,Scotland,S92000003,124137
2011-08-01,East Midlands,E12000004,132717
2011-08-01,Yorkshire and The Humber,E12000003,122539
2011-08-01,South East,E12000008,219169
2011-08-01,West Midlands Region,E12000005,137971
2011-08-01,London,E12000007,310644
2011-08-01,North East,E12000001,108171
2011-08-01,South West,E12000009,182090
2011-08-01,North West,E12000002,119550
2011-08-01,East of England,E12000006,188013
2011-08-01,England and Wales,K04000001,161341
2011-08-01,Great Britain,K03000001,154777
2011-08-01,United Kingdom,K02000001,153460
2011-09-01,Scotland,S92000003,124354
2011-09-01,Wales,W92000004,121401
2011-09-01,England,E92000001,164112
2011-09-01,East Midlands,E12000004,132424
2011-09-01,East of England,E12000006,187207
2011-09-01,North East,E12000001,109506
2011-09-01,South West,E12000009,180077
2011-09-01,London,E12000007,311556
2011-09-01,West Midlands Region,E12000005,139772
2011-09-01,North West,E12000002,119279
2011-09-01,Yorkshire and The Humber,E12000003,122693
2011-09-01,South East,E12000008,219630
2011-09-01,England and Wales,K04000001,161409
2011-09-01,Great Britain,K03000001,154867
2011-09-01,United Kingdom,K02000001,153631
2011-10-01,Scotland,S92000003,122476
2011-10-01,England,E92000001,164111
2011-10-01,Wales,W92000004,119769
2011-10-01,South East,E12000008,219114
2011-10-01,South West,E12000009,181324
2011-10-01,North East,E12000001,109826
2011-10-01,North West,E12000002,119432
2011-10-01,West Midlands Region,E12000005,137760
2011-10-01,London,E12000007,312299
2011-10-01,East Midlands,E12000004,131297
2011-10-01,East of England,E12000006,187724
2011-10-01,Yorkshire and The Humber,E12000003,121610
2011-10-01,England and Wales,K04000001,161315
2011-10-01,Great Britain,K03000001,154620
2011-10-01,United Kingdom,K02000001,153147
2011-11-01,Wales,W92000004,121378
2011-11-01,Scotland,S92000003,122230
2011-11-01,England,E92000001,164627
2011-11-01,West Midlands Region,E12000005,138976
2011-11-01,East Midlands,E12000004,132109
2011-11-01,Yorkshire and The Humber,E12000003,122149
2011-11-01,South East,E12000008,220872
2011-11-01,East of England,E12000006,189177
2011-11-01,London,E12000007,314714
2011-11-01,North West,E12000002,118248
2011-11-01,North East,E12000001,110263
2011-11-01,South West,E12000009,181779
2011-11-01,England and Wales,K04000001,161808
2011-11-01,Great Britain,K03000001,155062
2011-11-01,United Kingdom,K02000001,153752
2011-12-01,Wales,W92000004,119886
2011-12-01,Scotland,S92000003,121646
2011-12-01,England,E92000001,164648
2011-12-01,East Midlands,E12000004,132888
2011-12-01,Yorkshire and The Humber,E12000003,121639
2011-12-01,South West,E12000009,181661
2011-12-01,South East,E12000008,220896
2011-12-01,West Midlands Region,E12000005,136737
2011-12-01,North East,E12000001,109660
2011-12-01,London,E12000007,314291
2011-12-01,North West,E12000002,118280
2011-12-01,East of England,E12000006,189310
2011-12-01,England and Wales,K04000001,161796
2011-12-01,Great Britain,K03000001,154962
2011-12-01,United Kingdom,K02000001,153439
2012-01-01,England,E92000001,165081
2012-01-01,Scotland,S92000003,121619
2012-01-01,Wales,W92000004,120249
2012-01-01,West Midlands Region,E12000005,139636
2012-01-01,Yorkshire and The Humber,E12000003,121678
2012-01-01,East Midlands,E12000004,132644
2012-01-01,East of England,E12000006,190443
2012-01-01,London,E12000007,316059
2012-01-01,South West,E12000009,183602
2012-01-01,North East,E12000001,109163
2012-01-01,North West,E12000002,117977
2012-01-01,South East,E12000008,219703
2012-01-01,England and Wales,K04000001,162245
2012-01-01,Great Britain,K03000001,155348
2012-01-01,United Kingdom,K02000001,153611
2012-02-01,England,E92000001,165539
2012-02-01,Wales,W92000004,120223
2012-02-01,Scotland,S92000003,120941
2012-02-01,North West,E12000002,118909
2012-02-01,London,E12000007,317339
2012-02-01,North East,E12000001,110127
2012-02-01,South East,E12000008,222069
2012-02-01,Yorkshire and The Humber,E12000003,121721
2012-02-01,East Midlands,E12000004,132296
2012-02-01,East of England,E12000006,190178
2012-02-01,South West,E12000009,184031
2012-02-01,West Midlands Region,E12000005,138728
2012-02-01,England and Wales,K04000001,162607
2012-02-01,Great Britain,K03000001,155467
2012-02-01,United Kingdom,K02000001,153683
2012-03-01,England,E92000001,166084
2012-03-01,Wales,W92000004,120633
2012-03-01,Scotland,S92000003,122849
2012-03-01,East of England,E12000006,189739
2012-03-01,London,E12000007,316793
2012-03-01,East Midlands,E12000004,133113
2012-03-01,Yorkshire and The Humber,E12000003,122749
2012-03-01,South West,E12000009,182922
2012-03-01,West Midlands Region,E12000005,140151
2012-03-01,North West,E12000002,120830
2012-03-01,North East,E12000001,111573
2012-03-01,South East,E12000008,223321
2012-03-01,England and Wales,K04000001,163167
2012-03-01,Great Britain,K03000001,155878
2012-03-01,United Kingdom,K02000001,154142
2012-04-01,England,E92000001,166331
2012-04-01,Wales,W92000004,120296
2012-04-01,Scotland,S92000003,120093
2012-04-01,Yorkshire and The Humber,E12000003,121595
2012-04-01,London,E12000007,321060
2012-04-01,North East,E12000001,109771
2012-04-01,North West,E12000002,119081
2012-04-01,East Midlands,E12000004,133605
2012-04-01,South East,E12000008,225998
2012-04-01,South West,E12000009,183667
2012-04-01,West Midlands Region,E12000005,138674
2012-04-01,East of England,E12000006,191210
2012-04-01,England and Wales,K04000001,163451
2012-04-01,Great Britain,K03000001,156149
2012-04-01,United Kingdom,K02000001,154383
2012-05-01,England,E92000001,166473
2012-05-01,Wales,W92000004,120063
2012-05-01,Scotland,S92000003,120086
2012-05-01,London,E12000007,324508
2012-05-01,North East,E12000001,109177
2012-05-01,North West,E12000002,118164
2012-05-01,South East,E12000008,225332
2012-05-01,Yorkshire and The Humber,E12000003,121725
2012-05-01,East Midlands,E12000004,132765
2012-05-01,South West,E12000009,183628
2012-05-01,East of England,E12000006,191289
2012-05-01,West Midlands Region,E12000005,137697
2012-05-01,England and Wales,K04000001,163529
2012-05-01,Great Britain,K03000001,156212
2012-05-01,United Kingdom,K02000001,154349
2012-06-01,England,E92000001,167341
2012-06-01,Wales,W92000004,121172
2012-06-01,Scotland,S92000003,120444
2012-06-01,South West,E12000009,183976
2012-06-01,Yorkshire and The Humber,E12000003,122792
2012-06-01,South East,E12000008,225201
2012-06-01,London,E12000007,328464
2012-06-01,East of England,E12000006,191663
2012-06-01,West Midlands Region,E12000005,140204
2012-06-01,East Midlands,E12000004,133316
2012-06-01,North East,E12000001,109592
2012-06-01,North West,E12000002,119339
2012-06-01,England and Wales,K04000001,164425
2012-06-01,Great Britain,K03000001,157016
2012-06-01,United Kingdom,K02000001,155190
2012-07-01,Wales,W92000004,120387
2012-07-01,England,E92000001,166772
2012-07-01,Scotland,S92000003,118647
2012-07-01,West Midlands Region,E12000005,139584
2012-07-01,Yorkshire and The Humber,E12000003,122000
2012-07-01,East Midlands,E12000004,133671
2012-07-01,East of England,E12000006,191705
2012-07-01,South East,E12000008,225770
2012-07-01,South West,E12000009,184067
2012-07-01,North East,E12000001,109616
2012-07-01,North West,E12000002,118450
2012-07-01,London,E12000007,323872
2012-07-01,England and Wales,K04000001,163837
2012-07-01,Great Britain,K03000001,156330
2012-07-01,United Kingdom,K02000001,154423
2012-08-01,Wales,W92000004,119535
2012-08-01,England,E92000001,166732
2012-08-01,Scotland,S92000003,118597
2012-08-01,East of England,E12000006,191616
2012-08-01,North West,E12000002,118452
2012-08-01,North East,E12000001,110739
2012-08-01,London,E12000007,326343
2012-08-01,South West,E12000009,182346
2012-08-01,Yorkshire and The Humber,E12000003,122006
2012-08-01,West Midlands Region,E12000005,139106
2012-08-01,East Midlands,E12000004,131982
2012-08-01,South East,E12000008,226539
2012-08-01,England and Wales,K04000001,163746
2012-08-01,Great Britain,K03000001,156201
2012-08-01,United Kingdom,K02000001,154316
2012-09-01,England,E92000001,166811
2012-09-01,Wales,W92000004,118574
2012-09-01,Scotland,S92000003,118494
2012-09-01,East of England,E12000006,191393
2012-09-01,West Midlands Region,E12000005,139417
2012-09-01,East Midlands,E12000004,132785
2012-09-01,Yorkshire and The Humber,E12000003,121843
2012-09-01,South East,E12000008,226980
2012-09-01,London,E12000007,325464
2012-09-01,North East,E12000001,110323
2012-09-01,North West,E12000002,118761
2012-09-01,South West,E12000009,182163
2012-09-01,England and Wales,K04000001,163764
2012-09-01,Great Britain,K03000001,156239
2012-09-01,United Kingdom,K02000001,154348
2012-10-01,England,E92000001,167275
2012-10-01,Wales,W92000004,119223
2012-10-01,Scotland,S92000003,118287
2012-10-01,East of England,E12000006,192467
2012-10-01,North East,E12000001,110533
2012-10-01,North West,E12000002,117085
2012-10-01,London,E12000007,331703
2012-10-01,South West,E12000009,183306
2012-10-01,South East,E12000008,225897
2012-10-01,East Midlands,E12000004,133170
2012-10-01,West Midlands Region,E12000005,138695
2012-10-01,Yorkshire and The Humber,E12000003,121684
2012-10-01,England and Wales,K04000001,164256
2012-10-01,Great Britain,K03000001,156687
2012-10-01,United Kingdom,K02000001,154545
2012-11-01,England,E92000001,167896
2012-11-01,Scotland,S92000003,117361
2012-11-01,Wales,W92000004,119657
2012-11-01,North East,E12000001,110170
2012-11-01,West Midlands Region,E12000005,140048
2012-11-01,East Midlands,E12000004,133685
2012-11-01,Yorkshire and The Humber,E12000003,122506
2012-11-01,South West,E12000009,184177
2012-11-01,London,E12000007,333108
2012-11-01,North West,E12000002,119673
2012-11-01,South East,E12000008,225943
2012-11-01,East of England,E12000006,192471
2012-11-01,England and Wales,K04000001,164797
2012-11-01,Great Britain,K03000001,157094
2012-11-01,United Kingdom,K02000001,155108
2012-12-01,England,E92000001,167971
2012-12-01,Scotland,S92000003,118074
2012-12-01,Wales,W92000004,119657
2012-12-01,West Midlands Region,E12000005,140339
2012-12-01,East Midlands,E12000004,133216
2012-12-01,London,E12000007,337044
2012-12-01,North East,E12000001,109181
2012-12-01,East of England,E12000006,192501
2012-12-01,South West,E12000009,181810
2012-12-01,South East,E12000008,227461
2012-12-01,North West,E12000002,118236
2012-12-01,Yorkshire and The Humber,E12000003,121718
2012-12-01,England and Wales,K04000001,164877
2012-12-01,Great Britain,K03000001,157148
2012-12-01,United Kingdom,K02000001,155069
2013-01-01,Scotland,S92000003,118455
2013-01-01,Wales,W92000004,120450
2013-01-01,England,E92000001,167516
2013-01-01,South West,E12000009,183620
2013-01-01,South East,E12000008,227333
2013-01-01,North West,E12000002,116780
2013-01-01,North East,E12000001,109780
2013-01-01,London,E12000007,334674
2013-01-01,East of England,E12000006,192816
2013-01-01,East Midlands,E12000004,133604
2013-01-01,Yorkshire and The Humber,E12000003,120336
2013-01-01,West Midlands Region,E12000005,139499
2013-01-01,England and Wales,K04000001,164510
2013-01-01,Great Britain,K03000001,157262
2013-01-01,United Kingdom,K02000001,155197
2013-02-01,Scotland,S92000003,118909
2013-02-01,Wales,W92000004,119510
2013-02-01,England,E92000001,168351
2013-02-01,South East,E12000008,227514
2013-02-01,South West,E12000009,183935
2013-02-01,North West,E12000002,118502
2013-02-01,North East,E12000001,108336
2013-02-01,London,E12000007,340245
2013-02-01,Yorkshire and The Humber,E12000003,121804
2013-02-01,East Midlands,E12000004,133615
2013-02-01,East of England,E12000006,192246
2013-02-01,West Midlands Region,E12000005,140517
2013-02-01,England and Wales,K04000001,165217
2013-02-01,Great Britain,K03000001,157761
2013-02-01,United Kingdom,K02000001,155681
2013-03-01,England,E92000001,169766
2013-03-01,Scotland,S92000003,118864
2013-03-01,Wales,W92000004,120375
2013-03-01,East Midlands,E12000004,134284
2013-03-01,East of England,E12000006,196751
2013-03-01,Yorkshire and The Humber,E12000003,121810
2013-03-01,West Midlands Region,E12000005,141271
2013-03-01,South West,E12000009,185041
2013-03-01,South East,E12000008,229430
2013-03-01,North East,E12000001,110206
2013-03-01,North West,E12000002,119952
2013-03-01,London,E12000007,340759
2013-03-01,England and Wales,K04000001,166610
2013-03-01,Great Britain,K03000001,158499
2013-03-01,United Kingdom,K02000001,156497
2013-04-01,Scotland,S92000003,118688
2013-04-01,England,E92000001,169384
2013-04-01,Wales,W92000004,119773
2013-04-01,East Midlands,E12000004,134669
2013-04-01,North West,E12000002,118452
2013-04-01,North East,E12000001,109017
2013-04-01,West Midlands Region,E12000005,140394
2013-04-01,Yorkshire and The Humber,E12000003,121709
2013-04-01,London,E12000007,344456
2013-04-01,East of England,E12000006,195114
2013-04-01,South East,E12000008,230492
2013-04-01,South West,E12000009,185711
2013-04-01,England and Wales,K04000001,166278
2013-04-01,Great Britain,K03000001,158710
2013-04-01,United Kingdom,K02000001,156667
2013-05-01,Wales,W92000004,120452
2013-05-01,England,E92000001,169802
2013-05-01,Scotland,S92000003,119138
2013-05-01,Yorkshire and The Humber,E12000003,122059
2013-05-01,West Midlands Region,E12000005,140799
2013-05-01,South East,E12000008,230272
2013-05-01,North East,E12000001,109507
2013-05-01,North West,E12000002,118782
2013-05-01,London,E12000007,344009
2013-05-01,South West,E12000009,185994
2013-05-01,East Midlands,E12000004,135394
2013-05-01,East of England,E12000006,193571
2013-05-01,England and Wales,K04000001,166652
2013-05-01,Great Britain,K03000001,159039
2013-05-01,United Kingdom,K02000001,156945
2013-06-01,Scotland,S92000003,119388
2013-06-01,Wales,W92000004,120499
2013-06-01,England,E92000001,170598
2013-06-01,South West,E12000009,185605
2013-06-01,South East,E12000008,231861
2013-06-01,North East,E12000001,107852
2013-06-01,North West,E12000002,119163
2013-06-01,Yorkshire and The Humber,E12000003,122572
2013-06-01,West Midlands Region,E12000005,141854
2013-06-01,London,E12000007,347324
2013-06-01,East Midlands,E12000004,135227
2013-06-01,East of England,E12000006,196197
2013-06-01,England and Wales,K04000001,167431
2013-06-01,Great Britain,K03000001,159737
2013-06-01,United Kingdom,K02000001,157647
2013-07-01,Wales,W92000004,119737
2013-07-01,England,E92000001,171130
2013-07-01,Scotland,S92000003,119669
2013-07-01,North West,E12000002,119120
2013-07-01,East of England,E12000006,196858
2013-07-01,London,E12000007,349491
2013-07-01,South West,E12000009,185850
2013-07-01,North East,E12000001,110749
2013-07-01,West Midlands Region,E12000005,142390
2013-07-01,South East,E12000008,232745
2013-07-01,East Midlands,E12000004,135243
2013-07-01,Yorkshire and The Humber,E12000003,122319
2013-07-01,England and Wales,K04000001,167886
2013-07-01,Great Britain,K03000001,160168
2013-07-01,United Kingdom,K02000001,158059
2013-08-01,Wales,W92000004,121332
2013-08-01,England,E92000001,171856
2013-08-01,Scotland,S92000003,121490
2013-08-01,West Midlands Region,E12000005,143114
2013-08-01,East Midlands,E12000004,136079
2013-08-01,North West,E12000002,119772
2013-08-01,East of England,E12000006,197584
2013-08-01,South East,E12000008,233100
2013-08-01,South West,E12000009,186637
2013-08-01,North East,E12000001,111163
2013-08-01,London,E12000007,353358
2013-08-01,Yorkshire and The Humber,E12000003,122190
2013-08-01,England and Wales,K04000001,168650
2013-08-01,Great Britain,K03000001,160969
2013-08-01,United Kingdom,K02000001,158925
2013-09-01,England,E92000001,172959
2013-09-01,Scotland,S92000003,120390
2013-09-01,Wales,W92000004,120682
2013-09-01,East of England,E12000006,198199
2013-09-01,London,E12000007,359656
2013-09-01,South West,E12000009,188007
2013-09-01,East Midlands,E12000004,136932
2013-09-01,North East,E12000001,111242
2013-09-01,North West,E12000002,120063
2013-09-01,Yorkshire and The Humber,E12000003,124421
2013-09-01,West Midlands Region,E12000005,141884
2013-09-01,South East,E12000008,233824
2013-09-01,England and Wales,K04000001,169647
2013-09-01,Great Britain,K03000001,161798
2013-09-01,United Kingdom,K02000001,159678
2013-10-01,England,E92000001,173796
2013-10-01,Wales,W92000004,120362
2013-10-01,Scotland,S92000003,121010
2013-10-01,London,E12000007,363588
2013-10-01,North East,E12000001,106882
2013-10-01,South West,E12000009,188596
2013-10-01,South East,E12000008,236316
2013-10-01,North West,E12000002,119119
2013-10-01,East Midlands,E12000004,138010
2013-10-01,East of England,E12000006,200194
2013-10-01,Yorkshire and The Humber,E12000003,123319
2013-10-01,West Midlands Region,E12000005,144004
2013-10-01,England and Wales,K04000001,170443
2013-10-01,Great Britain,K03000001,162602
2013-10-01,United Kingdom,K02000001,160340
2013-11-01,Wales,W92000004,121326
2013-11-01,Scotland,S92000003,122530
2013-11-01,England,E92000001,175051
2013-11-01,East Midlands,E12000004,137489
2013-11-01,Yorkshire and The Humber,E12000003,123877
2013-11-01,West Midlands Region,E12000005,144282
2013-11-01,South West,E12000009,189953
2013-11-01,South East,E12000008,238816
2013-11-01,East of England,E12000006,199999
2013-11-01,North West,E12000002,120617
2013-11-01,North East,E12000001,109993
2013-11-01,London,E12000007,370447
2013-11-01,England and Wales,K04000001,171644
2013-11-01,Great Britain,K03000001,163869
2013-11-01,United Kingdom,K02000001,161656
2013-12-01,England,E92000001,177412
2013-12-01,Wales,W92000004,120911
2013-12-01,Scotland,S92000003,122733
2013-12-01,London,E12000007,378006
2013-12-01,South East,E12000008,240666
2013-12-01,South West,E12000009,191592
2013-12-01,North West,E12000002,121582
2013-12-01,East of England,E12000006,205508
2013-12-01,East Midlands,E12000004,140005
2013-12-01,Yorkshire and The Humber,E12000003,125050
2013-12-01,West Midlands Region,E12000005,144766
2013-12-01,North East,E12000001,110486
2013-12-01,England and Wales,K04000001,173755
2013-12-01,Great Britain,K03000001,165599
2013-12-01,United Kingdom,K02000001,163409
2014-01-01,Wales,W92000004,124149
2014-01-01,Scotland,S92000003,122561
2014-01-01,England,E92000001,178104
2014-01-01,West Midlands Region,E12000005,146284
2014-01-01,East Midlands,E12000004,140902
2014-01-01,East of England,E12000006,204346
2014-01-01,South East,E12000008,243114
2014-01-01,South West,E12000009,191885
2014-01-01,Yorkshire and The Humber,E12000003,125896
2014-01-01,North East,E12000001,110601
2014-01-01,North West,E12000002,121476
2014-01-01,London,E12000007,382825
2014-01-01,England and Wales,K04000001,174599
2014-01-01,Great Britain,K03000001,166982
2014-01-01,United Kingdom,K02000001,164791
2014-02-01,Scotland,S92000003,123167
2014-02-01,England,E92000001,179667
2014-02-01,Wales,W92000004,125631
2014-02-01,Yorkshire and The Humber,E12000003,126916
2014-02-01,London,E12000007,388074
2014-02-01,North West,E12000002,122313
2014-02-01,North East,E12000001,111063
2014-02-01,East of England,E12000006,206966
2014-02-01,West Midlands Region,E12000005,146305
2014-02-01,South West,E12000009,193544
2014-02-01,South East,E12000008,245110
2014-02-01,East Midlands,E12000004,142454
2014-02-01,England and Wales,K04000001,176113
2014-02-01,Great Britain,K03000001,168309
2014-02-01,United Kingdom,K02000001,166072
2014-03-01,Scotland,S92000003,123686
2014-03-01,Wales,W92000004,124456
2014-03-01,England,E92000001,180875
2014-03-01,South West,E12000009,194707
2014-03-01,South East,E12000008,247413
2014-03-01,North West,E12000002,122798
2014-03-01,North East,E12000001,110794
2014-03-01,London,E12000007,393804
2014-03-01,East of England,E12000006,208614
2014-03-01,East Midlands,E12000004,142710
2014-03-01,Yorkshire and The Humber,E12000003,125707
2014-03-01,West Midlands Region,E12000005,148206
2014-03-01,England and Wales,K04000001,177172
2014-03-01,Great Britain,K03000001,168662
2014-03-01,United Kingdom,K02000001,166492
2014-04-01,England,E92000001,182863
2014-04-01,Scotland,S92000003,124883
2014-04-01,Wales,W92000004,124967
2014-04-01,South East,E12000008,249624
2014-04-01,East Midlands,E12000004,143628
2014-04-01,East of England,E12000006,211048
2014-04-01,London,E12000007,403550
2014-04-01,West Midlands Region,E12000005,148766
2014-04-01,North East,E12000001,111756
2014-04-01,North West,E12000002,123862
2014-04-01,South West,E12000009,196097
2014-04-01,Yorkshire and The Humber,E12000003,128588
2014-04-01,England and Wales,K04000001,179097
2014-04-01,Great Britain,K03000001,171104
2014-04-01,United Kingdom,K02000001,168846
2014-05-01,Scotland,S92000003,125475
2014-05-01,England,E92000001,184133
2014-05-01,Wales,W92000004,127376
2014-05-01,East Midlands,E12000004,144023
2014-05-01,West Midlands Region,E12000005,148540
2014-05-01,South East,E12000008,253342
2014-05-01,South West,E12000009,196951
2014-05-01,Yorkshire and The Humber,E12000003,127821
2014-05-01,North West,E12000002,123793
2014-05-01,London,E12000007,409858
2014-05-01,North East,E12000001,112036
2014-05-01,East of England,E12000006,213704
2014-05-01,England and Wales,K04000001,180377
2014-05-01,Great Britain,K03000001,172290
2014-05-01,United Kingdom,K02000001,169994
2014-06-01,England,E92000001,185290
2014-06-01,Scotland,S92000003,125616
2014-06-01,Wales,W92000004,126119
2014-06-01,East Midlands,E12000004,144845
2014-06-01,East of England,E12000006,215870
2014-06-01,North West,E12000002,124651
2014-06-01,North East,E12000001,112922
2014-06-01,South East,E12000008,253979
2014-06-01,West Midlands Region,E12000005,149343
2014-06-01,Yorkshire and The Humber,E12000003,127650
2014-06-01,South West,E12000009,196993
2014-06-01,London,E12000007,415213
2014-06-01,England and Wales,K04000001,181435
2014-06-01,Great Britain,K03000001,173240
2014-06-01,United Kingdom,K02000001,170829
2014-07-01,Scotland,S92000003,126164
2014-07-01,England,E92000001,186432
2014-07-01,Wales,W92000004,126706
2014-07-01,North West,E12000002,124979
2014-07-01,West Midlands Region,E12000005,149451
2014-07-01,South East,E12000008,256303
2014-07-01,South West,E12000009,199730
2014-07-01,North East,E12000001,112774
2014-07-01,Yorkshire and The Humber,E12000003,128187
2014-07-01,East Midlands,E12000004,145112
2014-07-01,East of England,E12000006,217202
2014-07-01,London,E12000007,420946
2014-07-01,England and Wales,K04000001,182524
2014-07-01,Great Britain,K03000001,174225
2014-07-01,United Kingdom,K02000001,171820
2014-08-01,Wales,W92000004,127086
2014-08-01,Scotland,S92000003,126983
2014-08-01,England,E92000001,188201
2014-08-01,South East,E12000008,259459
2014-08-01,North West,E12000002,125505
2014-08-01,East Midlands,E12000004,146473
2014-08-01,North East,E12000001,112012
2014-08-01,London,E12000007,427608
2014-08-01,East of England,E12000006,219322
2014-08-01,Yorkshire and The Humber,E12000003,129275
2014-08-01,West Midlands Region,E12000005,151155
2014-08-01,South West,E12000009,201277
2014-08-01,England and Wales,K04000001,184162
2014-08-01,Great Britain,K03000001,175744
2014-08-01,United Kingdom,K02000001,173254
2014-09-01,Scotland,S92000003,127191
2014-09-01,Wales,W92000004,128562
2014-09-01,England,E92000001,189252
2014-09-01,East of England,E12000006,221959
2014-09-01,Yorkshire and The Humber,E12000003,128631
2014-09-01,West Midlands Region,E12000005,151276
2014-09-01,North East,E12000001,112202
2014-09-01,London,E12000007,428165
2014-09-01,South West,E12000009,202707
2014-09-01,South East,E12000008,261959
2014-09-01,East Midlands,E12000004,148074
2014-09-01,North West,E12000002,125766
2014-09-01,England and Wales,K04000001,185285
2014-09-01,Great Britain,K03000001,176777
2014-09-01,United Kingdom,K02000001,174204
2014-10-01,England,E92000001,190316
2014-10-01,Scotland,S92000003,128354
2014-10-01,Wales,W92000004,128460
2014-10-01,South West,E12000009,203007
2014-10-01,Yorkshire and The Humber,E12000003,130301
2014-10-01,West Midlands Region,E12000005,152206
2014-10-01,East of England,E12000006,223442
2014-10-01,South East,E12000008,264131
2014-10-01,East Midlands,E12000004,147207
2014-10-01,North East,E12000001,112270
2014-10-01,North West,E12000002,126584
2014-10-01,London,E12000007,430944
2014-10-01,England and Wales,K04000001,186279
2014-10-01,Great Britain,K03000001,177760
2014-10-01,United Kingdom,K02000001,175287
2014-11-01,England,E92000001,190321
2014-11-01,Wales,W92000004,128100
2014-11-01,Scotland,S92000003,126862
2014-11-01,East Midlands,E12000004,147496
2014-11-01,East of England,E12000006,223305
2014-11-01,South East,E12000008,264388
2014-11-01,North East,E12000001,112138
2014-11-01,North West,E12000002,126563
2014-11-01,London,E12000007,431732
2014-11-01,West Midlands Region,E12000005,151999
2014-11-01,Yorkshire and The Humber,E12000003,129908
2014-11-01,South West,E12000009,202388
2014-11-01,England and Wales,K04000001,186262
2014-11-01,Great Britain,K03000001,177693
2014-11-01,United Kingdom,K02000001,175261
2014-12-01,Scotland,S92000003,128021
2014-12-01,England,E92000001,191162
2014-12-01,Wales,W92000004,128823
2014-12-01,East Midlands,E12000004,147646
2014-12-01,East of England,E12000006,225077
2014-12-01,North East,E12000001,112632
2014-12-01,North West,E12000002,126400
2014-12-01,London,E12000007,432878
2014-12-01,South West,E12000009,203787
2014-12-01,West Midlands Region,E12000005,152625
2014-12-01,Yorkshire and The Humber,E12000003,130554
2014-12-01,South East,E12000008,265866
2014-12-01,England and Wales,K04000001,186978
2014-12-01,Great Britain,K03000001,178321
2014-12-01,United Kingdom,K02000001,175908
2015-01-01,Wales,W92000004,128351
2015-01-01,England,E92000001,191801
2015-01-01,Scotland,S92000003,130134
2015-01-01,South West,E12000009,205991
2015-01-01,Yorkshire and The Humber,E12000003,130147
2015-01-01,North West,E12000002,127271
2015-01-01,North East,E12000001,113103
2015-01-01,London,E12000007,433291
2015-01-01,East of England,E12000006,226614
2015-01-01,West Midlands Region,E12000005,152552
2015-01-01,East Midlands,E12000004,148887
2015-01-01,South East,E12000008,267161
2015-01-01,England and Wales,K04000001,187671
2015-01-01,Great Britain,K03000001,178677
2015-01-01,United Kingdom,K02000001,176250
2015-02-01,Scotland,S92000003,130193
2015-02-01,Wales,W92000004,128662
2015-02-01,England,E92000001,192953
2015-02-01,South West,E12000009,204435
2015-02-01,South East,E12000008,268475
2015-02-01,North West,E12000002,127688
2015-02-01,North East,E12000001,114659
2015-02-01,London,E12000007,438349
2015-02-01,East Midlands,E12000004,149648
2015-02-01,East of England,E12000006,228785
2015-02-01,Yorkshire and The Humber,E12000003,130181
2015-02-01,West Midlands Region,E12000005,155224
2015-02-01,England and Wales,K04000001,188694
2015-02-01,Great Britain,K03000001,179512
2015-02-01,United Kingdom,K02000001,177021
2015-03-01,England,E92000001,193403
2015-03-01,Scotland,S92000003,136061
2015-03-01,Wales,W92000004,128867
2015-03-01,North West,E12000002,127803
2015-03-01,South West,E12000009,205640
2015-03-01,North East,E12000001,112110
2015-03-01,London,E12000007,440150
2015-03-01,West Midlands Region,E12000005,154037
2015-03-01,East Midlands,E12000004,150293
2015-03-01,East of England,E12000006,229417
2015-03-01,Yorkshire and The Humber,E12000003,131528
2015-03-01,South East,E12000008,269217
2015-03-01,England and Wales,K04000001,189190
2015-03-01,Great Britain,K03000001,179999
2015-03-01,United Kingdom,K02000001,177627
2015-04-01,Scotland,S92000003,129269
2015-04-01,Wales,W92000004,127670
2015-04-01,England,E92000001,194054
2015-04-01,East Midlands,E12000004,150316
2015-04-01,South West,E12000009,206408
2015-04-01,South East,E12000008,271233
2015-04-01,North West,E12000002,127251
2015-04-01,London,E12000007,441491
2015-04-01,North East,E12000001,114842
2015-04-01,Yorkshire and The Humber,E12000003,131273
2015-04-01,East of England,E12000006,230419
2015-04-01,West Midlands Region,E12000005,155066
2015-04-01,England and Wales,K04000001,189804
2015-04-01,Great Britain,K03000001,180308
2015-04-01,United Kingdom,K02000001,177827
2015-05-01,Wales,W92000004,128028
2015-05-01,Scotland,S92000003,129444
2015-05-01,England,E92000001,195456
2015-05-01,North East,E12000001,113916
2015-05-01,South East,E12000008,273267
2015-05-01,South West,E12000009,208009
2015-05-01,Yorkshire and The Humber,E12000003,132816
2015-05-01,North West,E12000002,128780
2015-05-01,West Midlands Region,E12000005,155130
2015-05-01,London,E12000007,445657
2015-05-01,East Midlands,E12000004,151408
2015-05-01,East of England,E12000006,232431
2015-05-01,England and Wales,K04000001,191073
2015-05-01,Great Britain,K03000001,181491
2015-05-01,United Kingdom,K02000001,179073
2015-06-01,England,E92000001,196430
2015-06-01,Scotland,S92000003,129027
2015-06-01,Wales,W92000004,128278
