Date,Region_Name,Area_Code,Average_Price_SA
2004-01-01,England and Wales,K04000001,130146
2004-01-01,Great Britain,K03000001,124322
2004-02-01,Scotland,S92000003,80874
2004-02-01,England,E92000001,134061
2004-02-01,Wales,W92000004,95213
2004-02-01,Yorkshire and The Humber,E12000003,93420
2004-02-01,West Midlands Region,E12000005,120207
2004-02-01,South West,E12000009,154937
2004-02-01,South East,E12000008,186148
2004-02-01,North West,E12000002,92088
2004-02-01,North East,E12000001,86952
2004-02-01,London,E12000007,237580
2004-02-01,East Midlands,E12000004,117118
2004-02-01,East of England,E12000006,160236
2004-02-01,England and Wales,K04000001,131627
2004-02-01,Great Britain,K03000001,125965
2004-03-01,England,E92000001,136016
2004-03-01,Wales,W92000004,97311
2004-03-01,Scotland,S92000003,81308
2004-03-01,East Midlands,E12000004,118421
2004-03-01,East of England,E12000006,161740
2004-03-01,West Midlands Region,E12000005,121820
2004-03-01,South West,E12000009,156849
2004-03-01,London,E12000007,239832
2004-03-01,North West,E12000002,93305
2004-03-01,Yorkshire and The Humber,E12000003,97107
2004-03-01,South East,E12000008,187654
2004-03-01,North East,E12000001,90034
2004-03-01,England and Wales,K04000001,133413
2004-03-01,Great Britain,K03000001,127509
2004-04-01,Wales,W92000004,101026
2004-04-01,England,E92000001,138839
2004-04-01,Scotland,S92000003,82266
2004-04-01,South West,E12000009,159797
2004-04-01,Yorkshire and The Humber,E12000003,100797
2004-04-01,London,E12000007,241979
2004-04-01,North West,E12000002,96947
2004-04-01,West Midlands Region,E12000005,124258
2004-04-01,South East,E12000008,188943
2004-04-01,East Midlands,E12000004,120929
2004-04-01,East of England,E12000006,163641
2004-04-01,North East,E12000001,94099
2004-04-01,England and Wales,K04000001,136430
2004-04-01,Great Britain,K03000001,130328
2004-05-01,England,E92000001,140844
2004-05-01,Scotland,S92000003,82994
2004-05-01,Wales,W92000004,101571
2004-05-01,London,E12000007,242839
2004-05-01,East of England,E12000006,164518
2004-05-01,South East,E12000008,191045
2004-05-01,South West,E12000009,162185
2004-05-01,Yorkshire and The Humber,E12000003,102577
2004-05-01,West Midlands Region,E12000005,125786
2004-05-01,North East,E12000001,96355
2004-05-01,North West,E12000002,99622
2004-05-01,East Midlands,E12000004,123072
2004-05-01,England and Wales,K04000001,138395
2004-05-01,Great Britain,K03000001,132136
2004-06-01,England,E92000001,143461
2004-06-01,Wales,W92000004,106108
2004-06-01,Scotland,S92000003,85211
2004-06-01,South West,E12000009,164992
2004-06-01,East Midlands,E12000004,125416
2004-06-01,East of England,E12000006,168027
2004-06-01,West Midlands Region,E12000005,129208
2004-06-01,South East,E12000008,192998
2004-06-01,Yorkshire and The Humber,E12000003,105075
2004-06-01,North East,E12000001,99823
2004-06-01,North West,E12000002,102246
2004-06-01,London,E12000007,245729
2004-06-01,England and Wales,K04000001,141053
2004-06-01,Great Britain,K03000001,134579
2004-07-01,Wales,W92000004,108686
2004-07-01,Scotland,S92000003,86931
2004-07-01,England,E92000001,145412
2004-07-01,Yorkshire and The Humber,E12000003,106729
2004-07-01,West Midlands Region,E12000005,131491
2004-07-01,East Midlands,E12000004,126829
2004-07-01,East of England,E12000006,168855
2004-07-01,London,E12000007,247111
2004-07-01,North East,E12000001,101667
2004-07-01,North West,E12000002,105403
2004-07-01,South East,E12000008,194611
2004-07-01,South West,E12000009,166753
2004-07-01,England and Wales,K04000001,143071
2004-07-01,Great Britain,K03000001,136431
2004-08-01,England,E92000001,147056
2004-08-01,Wales,W92000004,110768
2004-08-01,Scotland,S92000003,87504
2004-08-01,London,E12000007,248319
2004-08-01,East Midlands,E12000004,128387
2004-08-01,Yorkshire and The Humber,E12000003,108388
2004-08-01,East of England,E12000006,170695
2004-08-01,North West,E12000002,106429
2004-08-01,North East,E12000001,103081
2004-08-01,South West,E12000009,167981
2004-08-01,South East,E12000008,197600
2004-08-01,West Midlands Region,E12000005,132664
2004-08-01,England and Wales,K04000001,144742
2004-08-01,Great Britain,K03000001,138015
2004-09-01,Wales,W92000004,111029
2004-09-01,Scotland,S92000003,87743
2004-09-01,England,E92000001,148366
2004-09-01,Yorkshire and The Humber,E12000003,110524
2004-09-01,West Midlands Region,E12000005,133733
2004-09-01,East Midlands,E12000004,130927
2004-09-01,North West,E12000002,108025
2004-09-01,East of England,E12000006,172255
2004-09-01,North East,E12000001,103952
2004-09-01,South East,E12000008,197302
2004-09-01,London,E12000007,249225
2004-09-01,South West,E12000009,170033
2004-09-01,England and Wales,K04000001,146030
2004-09-01,Great Britain,K03000001,139066
2004-10-01,Scotland,S92000003,90254
2004-10-01,England,E92000001,149209
2004-10-01,Wales,W92000004,112879
2004-10-01,London,E12000007,248572
2004-10-01,South East,E12000008,197956
2004-10-01,West Midlands Region,E12000005,135253
2004-10-01,North East,E12000001,105484
2004-10-01,North West,E12000002,109337
2004-10-01,Yorkshire and The Humber,E12000003,111115
2004-10-01,East of England,E12000006,173106
2004-10-01,South West,E12000009,170026
2004-10-01,East Midlands,E12000004,130600
2004-10-01,England and Wales,K04000001,146871
2004-10-01,Great Britain,K03000001,140300
2004-11-01,Wales,W92000004,114436
2004-11-01,Scotland,S92000003,91258
2004-11-01,England,E92000001,150425
2004-11-01,South East,E12000008,199890
2004-11-01,East Midlands,E12000004,132172
2004-11-01,Yorkshire and The Humber,E12000003,111826
2004-11-01,West Midlands Region,E12000005,135730
2004-11-01,South West,E12000009,171764
2004-11-01,London,E12000007,252049
2004-11-01,North East,E12000001,102969
2004-11-01,North West,E12000002,110779
2004-11-01,East of England,E12000006,173876
2004-11-01,England and Wales,K04000001,148151
2004-11-01,Great Britain,K03000001,141703
2004-12-01,Scotland,S92000003,93125
2004-12-01,England,E92000001,150159
2004-12-01,Wales,W92000004,114968
2004-12-01,South West,E12000009,170691
2004-12-01,West Midlands Region,E12000005,135855
2004-12-01,Yorkshire and The Humber,E12000003,113364
2004-12-01,South East,E12000008,199017
2004-12-01,North East,E12000001,107087
2004-12-01,North West,E12000002,110761
2004-12-01,London,E12000007,247557
2004-12-01,East Midlands,E12000004,132291
2004-12-01,East of England,E12000006,173076
2004-12-01,England and Wales,K04000001,147896
2004-12-01,Great Britain,K03000001,141452
2005-01-01,Wales,W92000004,117174
2005-01-01,England,E92000001,150387
2005-01-01,Scotland,S92000003,93120
2005-01-01,Yorkshire and The Humber,E12000003,113759
2005-01-01,West Midlands Region,E12000005,135173
2005-01-01,South East,E12000008,197385
2005-01-01,South West,E12000009,170053
2005-01-01,North East,E12000001,107264
2005-01-01,North West,E12000002,111831
2005-01-01,London,E12000007,249208
2005-01-01,East Midlands,E12000004,131343
2005-01-01,East of England,E12000006,174042
2005-01-01,England and Wales,K04000001,148333
2005-01-01,Great Britain,K03000001,141166
2005-01-01,United Kingdom,K02000001,139586
2005-02-01,Scotland,S92000003,95140
2005-02-01,England,E92000001,151326
2005-02-01,Wales,W92000004,114976
2005-02-01,Yorkshire and The Humber,E12000003,115482
2005-02-01,West Midlands Region,E12000005,137072
2005-02-01,South West,E12000009,172171
2005-02-01,South East,E12000008,199670
2005-02-01,North East,E12000001,108230
2005-02-01,North West,E12000002,111491
2005-02-01,London,E12000007,250090
2005-02-01,East Midlands,E12000004,133208
2005-02-01,East of England,E12000006,173537
2005-02-01,England and Wales,K04000001,149016
2005-02-01,Great Britain,K03000001,142157
2005-02-01,United Kingdom,K02000001,140208
2005-03-01,England,E92000001,152123
2005-03-01,Scotland,S92000003,95741
2005-03-01,Wales,W92000004,117766
2005-03-01,East of England,E12000006,173900
2005-03-01,East Midlands,E12000004,133451
2005-03-01,Yorkshire and The Humber,E12000003,116941
2005-03-01,West Midlands Region,E12000005,137319
2005-03-01,South West,E12000009,171109
2005-03-01,South East,E12000008,199910
2005-03-01,North East,E12000001,108988
2005-03-01,North West,E12000002,114578
2005-03-01,London,E12000007,250557
2005-03-01,England and Wales,K04000001,149806
2005-03-01,Great Britain,K03000001,142880
2005-03-01,United Kingdom,K02000001,141212
2005-04-01,Scotland,S92000003,97483
2005-04-01,Wales,W92000004,117614
2005-04-01,England,E92000001,152128
2005-04-01,South East,E12000008,200544
2005-04-01,North West,E12000002,114356
2005-04-01,London,E12000007,252204
2005-04-01,West Midlands Region,E12000005,137494
2005-04-01,North East,E12000001,109363
2005-04-01,Yorkshire and The Humber,E12000003,115429
2005-04-01,East Midlands,E12000004,133822
2005-04-01,East of England,E12000006,172829
2005-04-01,South West,E12000009,171267
2005-04-01,England and Wales,K04000001,149846
2005-04-01,Great Britain,K03000001,143102
2005-04-01,United Kingdom,K02000001,141518
2005-05-01,Scotland,S92000003,97742
2005-05-01,England,E92000001,152965
2005-05-01,Wales,W92000004,118947
2005-05-01,East of England,E12000006,174909
2005-05-01,North West,E12000002,116036
2005-05-01,West Midlands Region,E12000005,137430
2005-05-01,Yorkshire and The Humber,E12000003,117248
2005-05-01,South East,E12000008,199908
2005-05-01,South West,E12000009,171312
2005-05-01,North East,E12000001,110422
2005-05-01,London,E12000007,251852
2005-05-01,East Midlands,E12000004,134407
2005-05-01,England and Wales,K04000001,150798
2005-05-01,Great Britain,K03000001,143992
2005-05-01,United Kingdom,K02000001,142168
2005-06-01,Wales,W92000004,118764
2005-06-01,Scotland,S92000003,99827
2005-06-01,England,E92000001,153293
2005-06-01,Yorkshire and The Humber,E12000003,117864
2005-06-01,North West,E12000002,116963
2005-06-01,North East,E12000001,111005
2005-06-01,South East,E12000008,200144
2005-06-01,South West,E12000009,171043
2005-06-01,West Midlands Region,E12000005,138733
2005-06-01,East Midlands,E12000004,133729
2005-06-01,East of England,E12000006,175989
2005-06-01,London,E12000007,251947
2005-06-01,England and Wales,K04000001,151065
2005-06-01,Great Britain,K03000001,144347
2005-06-01,United Kingdom,K02000001,142711
2005-07-01,Scotland,S92000003,101479
2005-07-01,England,E92000001,153811
2005-07-01,Wales,W92000004,121039
2005-07-01,North East,E12000001,112195
2005-07-01,North West,E12000002,117495
2005-07-01,South West,E12000009,172013
2005-07-01,South East,E12000008,200173
2005-07-01,Yorkshire and The Humber,E12000003,118810
2005-07-01,West Midlands Region,E12000005,139809
2005-07-01,East of England,E12000006,175598
2005-07-01,East Midlands,E12000004,134064
2005-07-01,London,E12000007,250723
2005-07-01,England and Wales,K04000001,151686
2005-07-01,Great Britain,K03000001,144961
2005-07-01,United Kingdom,K02000001,143459
2005-08-01,England,E92000001,154269
2005-08-01,Scotland,S92000003,102083
2005-08-01,Wales,W92000004,120954
2005-08-01,South East,E12000008,200415
2005-08-01,South West,E12000009,171711
2005-08-01,North West,E12000002,118505
2005-08-01,Yorkshire and The Humber,E12000003,119578
2005-08-01,North East,E12000001,113828
2005-08-01,London,E12000007,251459
2005-08-01,East Midlands,E12000004,134471
2005-08-01,East of England,E12000006,174899
2005-08-01,West Midlands Region,E12000005,139885
2005-08-01,England and Wales,K04000001,152133
2005-08-01,Great Britain,K03000001,145373
2005-08-01,United Kingdom,K02000001,144015
2005-09-01,England,E92000001,154755
2005-09-01,Wales,W92000004,122090
2005-09-01,Scotland,S92000003,103798
2005-09-01,East Midlands,E12000004,134988
2005-09-01,East of England,E12000006,176039
2005-09-01,North West,E12000002,119485
2005-09-01,London,E12000007,251865
2005-09-01,North East,E12000001,113988
2005-09-01,South West,E12000009,172187
2005-09-01,South East,E12000008,200565
2005-09-01,Yorkshire and The Humber,E12000003,120624
2005-09-01,West Midlands Region,E12000005,139923
2005-09-01,England and Wales,K04000001,152668
2005-09-01,Great Britain,K03000001,145906
2005-09-01,United Kingdom,K02000001,144528
2005-10-01,Wales,W92000004,122802
2005-10-01,England,E92000001,155117
2005-10-01,Scotland,S92000003,104107
2005-10-01,South West,E12000009,172766
2005-10-01,East Midlands,E12000004,136002
2005-10-01,East of England,E12000006,175738
2005-10-01,North West,E12000002,119825
2005-10-01,South East,E12000008,199608
2005-10-01,Yorkshire and The Humber,E12000003,121467
2005-10-01,West Midlands Region,E12000005,140259
2005-10-01,London,E12000007,250743
2005-10-01,North East,E12000001,114462
2005-10-01,England and Wales,K04000001,153020
2005-10-01,Great Britain,K03000001,146411
2005-10-01,United Kingdom,K02000001,145065
2005-11-01,Wales,W92000004,121999
2005-11-01,Scotland,S92000003,104760
2005-11-01,England,E92000001,156080
2005-11-01,East of England,E12000006,176102
2005-11-01,North West,E12000002,120415
2005-11-01,South West,E12000009,173241
2005-11-01,North East,E12000001,115860
2005-11-01,East Midlands,E12000004,136149
2005-11-01,Yorkshire and The Humber,E12000003,122082
2005-11-01,West Midlands Region,E12000005,141558
2005-11-01,South East,E12000008,200847
2005-11-01,London,E12000007,254450
2005-11-01,England and Wales,K04000001,153864
2005-11-01,Great Britain,K03000001,147378
2005-11-01,United Kingdom,K02000001,146103
2005-12-01,Wales,W92000004,122108
2005-12-01,Scotland,S92000003,106406
2005-12-01,England,E92000001,156995
2005-12-01,West Midlands Region,E12000005,141761
2005-12-01,East Midlands,E12000004,136538
2005-12-01,South West,E12000009,174726
2005-12-01,Yorkshire and The Humber,E12000003,122726
2005-12-01,London,E12000007,256529
2005-12-01,East of England,E12000006,177582
2005-12-01,North West,E12000002,122173
2005-12-01,North East,E12000001,116281
2005-12-01,South East,E12000008,201971
2005-12-01,England and Wales,K04000001,154755
2005-12-01,Great Britain,K03000001,148149
2005-12-01,United Kingdom,K02000001,146852
2006-01-01,Scotland,S92000003,107702
2006-01-01,Wales,W92000004,123159
2006-01-01,England,E92000001,157940
2006-01-01,South East,E12000008,202993
2006-01-01,North East,E12000001,118261
2006-01-01,North West,E12000002,122341
2006-01-01,London,E12000007,257287
2006-01-01,Yorkshire and The Humber,E12000003,124417
2006-01-01,East of England,E12000006,177742
2006-01-01,West Midlands Region,E12000005,142419
2006-01-01,South West,E12000009,175352
2006-01-01,East Midlands,E12000004,136486
2006-01-01,England and Wales,K04000001,155773
2006-01-01,Great Britain,K03000001,149549
2006-01-01,United Kingdom,K02000001,148246
2006-02-01,Wales,W92000004,125441
2006-02-01,England,E92000001,159124
2006-02-01,Scotland,S92000003,108345
2006-02-01,West Midlands Region,E12000005,143912
2006-02-01,North West,E12000002,124344
2006-02-01,Yorkshire and The Humber,E12000003,125450
2006-02-01,South East,E12000008,205222
2006-02-01,London,E12000007,258528
2006-02-01,East Midlands,E12000004,137157
2006-02-01,East of England,E12000006,179204
2006-02-01,North East,E12000001,118231
2006-02-01,South West,E12000009,176406
2006-02-01,England and Wales,K04000001,156936
2006-02-01,Great Britain,K03000001,150784
2006-02-01,United Kingdom,K02000001,149268
2006-03-01,England,E92000001,160091
2006-03-01,Scotland,S92000003,109804
2006-03-01,Wales,W92000004,128610
2006-03-01,London,E12000007,261508
2006-03-01,East of England,E12000006,180853
2006-03-01,Yorkshire and The Humber,E12000003,126462
2006-03-01,West Midlands Region,E12000005,144232
2006-03-01,East Midlands,E12000004,138246
2006-03-01,South West,E12000009,178081
2006-03-01,South East,E12000008,206467
2006-03-01,North East,E12000001,119735
2006-03-01,North West,E12000002,124302
2006-03-01,England and Wales,K04000001,157904
2006-03-01,Great Britain,K03000001,151772
2006-03-01,United Kingdom,K02000001,150372
2006-04-01,Scotland,S92000003,110556
2006-04-01,Wales,W92000004,126303
2006-04-01,England,E92000001,161382
2006-04-01,South West,E12000009,179127
2006-04-01,North West,E12000002,126105
2006-04-01,North East,E12000001,119506
2006-04-01,London,E12000007,263210
2006-04-01,South East,E12000008,207995
2006-04-01,East Midlands,E12000004,139698
2006-04-01,East of England,E12000006,182087
2006-04-01,Yorkshire and The Humber,E12000003,127304
2006-04-01,West Midlands Region,E12000005,144434
2006-04-01,England and Wales,K04000001,159093
2006-04-01,Great Britain,K03000001,152904
2006-04-01,United Kingdom,K02000001,151800
2006-05-01,England,E92000001,162036
2006-05-01,Scotland,S92000003,112021
2006-05-01,Wales,W92000004,126708
2006-05-01,South East,E12000008,209497
2006-05-01,Yorkshire and The Humber,E12000003,126854
2006-05-01,London,E12000007,264592
2006-05-01,North West,E12000002,125850
2006-05-01,East Midlands,E12000004,139297
2006-05-01,East of England,E12000006,182628
2006-05-01,West Midlands Region,E12000005,147013
2006-05-01,South West,E12000009,179996
2006-05-01,North East,E12000001,119568
2006-05-01,England and Wales,K04000001,159769
2006-05-01,Great Britain,K03000001,153603
2006-05-01,United Kingdom,K02000001,152306
2006-06-01,England,E92000001,162810
2006-06-01,Wales,W92000004,129023
2006-06-01,Scotland,S92000003,111736
2006-06-01,London,E12000007,268660
2006-06-01,South West,E12000009,181452
2006-06-01,South East,E12000008,210663
2006-06-01,North East,E12000001,120660
2006-06-01,North West,E12000002,126837
2006-06-01,Yorkshire and The Humber,E12000003,127554
2006-06-01,West Midlands Region,E12000005,145681
2006-06-01,East Midlands,E12000004,139974
2006-06-01,East of England,E12000006,183214
2006-06-01,England and Wales,K04000001,160593
2006-06-01,Great Britain,K03000001,154328
2006-06-01,United Kingdom,K02000001,153117
2006-07-01,England,E92000001,163558
2006-07-01,Scotland,S92000003,113743
2006-07-01,Wales,W92000004,128546
2006-07-01,East Midlands,E12000004,141180
2006-07-01,South West,E12000009,181967
2006-07-01,West Midlands Region,E12000005,145348
2006-07-01,South East,E12000008,211557
2006-07-01,Yorkshire and The Humber,E12000003,128487
2006-07-01,East of England,E12000006,185058
2006-07-01,London,E12000007,267199
2006-07-01,North East,E12000001,120829
2006-07-01,North West,E12000002,127413
2006-07-01,England and Wales,K04000001,161298
2006-07-01,Great Britain,K03000001,155064
2006-07-01,United Kingdom,K02000001,154127
2006-08-01,Wales,W92000004,128847
2006-08-01,Scotland,S92000003,115799
2006-08-01,England,E92000001,164739
2006-08-01,London,E12000007,271267
2006-08-01,Yorkshire and The Humber,E12000003,129717
2006-08-01,West Midlands Region,E12000005,146956
2006-08-01,North West,E12000002,127618
2006-08-01,South West,E12000009,184147
2006-08-01,South East,E12000008,212597
2006-08-01,North East,E12000001,120462
2006-08-01,East Midlands,E12000004,141373
2006-08-01,East of England,E12000006,186391
2006-08-01,England and Wales,K04000001,162457
2006-08-01,Great Britain,K03000001,156201
2006-08-01,United Kingdom,K02000001,155389
2006-09-01,England,E92000001,165998
2006-09-01,Wales,W92000004,130287
2006-09-01,Scotland,S92000003,119237
2006-09-01,West Midlands Region,E12000005,148418
2006-09-01,North West,E12000002,129569
2006-09-01,London,E12000007,273428
2006-09-01,North East,E12000001,123600
2006-09-01,South East,E12000008,214121
2006-09-01,South West,E12000009,184649
2006-09-01,Yorkshire and The Humber,E12000003,130771
2006-09-01,East Midlands,E12000004,141577
2006-09-01,East of England,E12000006,187109
2006-09-01,England and Wales,K04000001,163737
2006-09-01,Great Britain,K03000001,157549
2006-09-01,United Kingdom,K02000001,156809
2006-10-01,Scotland,S92000003,117382
2006-10-01,England,E92000001,167471
2006-10-01,Wales,W92000004,130236
2006-10-01,South West,E12000009,187263
2006-10-01,Yorkshire and The Humber,E12000003,131779
2006-10-01,North West,E12000002,130081
2006-10-01,South East,E12000008,214822
2006-10-01,West Midlands Region,E12000005,148692
2006-10-01,North East,E12000001,124178
2006-10-01,London,E12000007,277171
2006-10-01,East Midlands,E12000004,142824
2006-10-01,East of England,E12000006,189303
2006-10-01,England and Wales,K04000001,165103
2006-10-01,Great Britain,K03000001,158796
2006-10-01,United Kingdom,K02000001,158611
2006-11-01,Scotland,S92000003,120165
2006-11-01,Wales,W92000004,132123
2006-11-01,England,E92000001,168719
2006-11-01,West Midlands Region,E12000005,150050
2006-11-01,South East,E12000008,216781
2006-11-01,East Midlands,E12000004,143520
2006-11-01,East of England,E12000006,190497
2006-11-01,South West,E12000009,189000
2006-11-01,Yorkshire and The Humber,E12000003,133152
2006-11-01,North East,E12000001,122969
2006-11-01,North West,E12000002,131636
2006-11-01,London,E12000007,278810
2006-11-01,England and Wales,K04000001,166298
2006-11-01,Great Britain,K03000001,160224
2006-11-01,United Kingdom,K02000001,160133
2006-12-01,England,E92000001,170847
2006-12-01,Scotland,S92000003,122837
2006-12-01,Wales,W92000004,134042
2006-12-01,North East,E12000001,126788
2006-12-01,North West,E12000002,132495
2006-12-01,South West,E12000009,191068
2006-12-01,East of England,E12000006,192838
2006-12-01,Yorkshire and The Humber,E12000003,134604
2006-12-01,West Midlands Region,E12000005,150671
2006-12-01,East Midlands,E12000004,145500
2006-12-01,London,E12000007,284760
2006-12-01,South East,E12000008,220639
2006-12-01,England and Wales,K04000001,168471
2006-12-01,Great Britain,K03000001,162211
2006-12-01,United Kingdom,K02000001,162095
2007-01-01,Scotland,S92000003,124062
2007-01-01,Wales,W92000004,132734
2007-01-01,England,E92000001,172311
2007-01-01,North East,E12000001,127302
2007-01-01,North West,E12000002,134144
2007-01-01,South West,E12000009,191308
2007-01-01,West Midlands Region,E12000005,151830
2007-01-01,London,E12000007,287129
2007-01-01,East of England,E12000006,193612
2007-01-01,East Midlands,E12000004,147276
2007-01-01,Yorkshire and The Humber,E12000003,135742
2007-01-01,South East,E12000008,222354
2007-01-01,England and Wales,K04000001,169820
2007-01-01,Great Britain,K03000001,163475
2007-01-01,United Kingdom,K02000001,163817
2007-02-01,Scotland,S92000003,124528
2007-02-01,Wales,W92000004,136115
2007-02-01,England,E92000001,173646
2007-02-01,North East,E12000001,127484
2007-02-01,Yorkshire and The Humber,E12000003,135903
2007-02-01,West Midlands Region,E12000005,152563
2007-02-01,North West,E12000002,135329
2007-02-01,London,E12000007,292572
2007-02-01,South East,E12000008,223397
2007-02-01,South West,E12000009,194162
2007-02-01,East Midlands,E12000004,148092
2007-02-01,East of England,E12000006,195224
2007-02-01,England and Wales,K04000001,171191
2007-02-01,Great Britain,K03000001,164829
2007-02-01,United Kingdom,K02000001,165079
2007-03-01,England,E92000001,175015
2007-03-01,Scotland,S92000003,126475
2007-03-01,Wales,W92000004,136056
2007-03-01,North East,E12000001,127580
2007-03-01,London,E12000007,295965
2007-03-01,East Midlands,E12000004,148668
2007-03-01,East of England,E12000006,197243
2007-03-01,Yorkshire and The Humber,E12000003,137066
2007-03-01,South West,E12000009,195612
2007-03-01,South East,E12000008,225689
2007-03-01,North West,E12000002,136456
2007-03-01,West Midlands Region,E12000005,153660
2007-03-01,England and Wales,K04000001,172430
2007-03-01,Great Britain,K03000001,166077
2007-03-01,United Kingdom,K02000001,166361
2007-04-01,England,E92000001,176195
2007-04-01,Wales,W92000004,136512
2007-04-01,Scotland,S92000003,129301
2007-04-01,Yorkshire and The Humber,E12000003,137900
2007-04-01,North East,E12000001,127984
2007-04-01,South East,E12000008,228579
2007-04-01,London,E12000007,299220
2007-04-01,West Midlands Region,E12000005,155360
2007-04-01,North West,E12000002,135980
2007-04-01,East Midlands,E12000004,148463
2007-04-01,East of England,E12000006,198059
2007-04-01,South West,E12000009,196056
2007-04-01,England and Wales,K04000001,173617
2007-04-01,Great Britain,K03000001,167366
2007-04-01,United Kingdom,K02000001,167653
2007-05-01,Scotland,S92000003,130946
2007-05-01,England,E92000001,177246
2007-05-01,Wales,W92000004,136699
2007-05-01,London,E12000007,302143
2007-05-01,West Midlands Region,E12000005,154729
2007-05-01,North West,E12000002,136516
2007-05-01,Yorkshire and The Humber,E12000003,138848
2007-05-01,North East,E12000001,127819
2007-05-01,East Midlands,E12000004,148433
2007-05-01,East of England,E12000006,198661
2007-05-01,South East,E12000008,231204
2007-05-01,South West,E12000009,198018
2007-05-01,England and Wales,K04000001,174635
2007-05-01,Great Britain,K03000001,168337
2007-05-01,United Kingdom,K02000001,168558
2007-06-01,England,E92000001,178430
2007-06-01,Wales,W92000004,137279
2007-06-01,Scotland,S92000003,132308
2007-06-01,East Midlands,E12000004,149168
2007-06-01,East of England,E12000006,202700
2007-06-01,South East,E12000008,233000
2007-06-01,North East,E12000001,128590
2007-06-01,London,E12000007,305764
2007-06-01,Yorkshire and The Humber,E12000003,139718
2007-06-01,West Midlands Region,E12000005,154331
2007-06-01,North West,E12000002,137445
2007-06-01,South West,E12000009,198824
2007-06-01,England and Wales,K04000001,175766
2007-06-01,Great Britain,K03000001,169474
2007-06-01,United Kingdom,K02000001,169686
2007-07-01,Wales,W92000004,136983
2007-07-01,Scotland,S92000003,132088
2007-07-01,England,E92000001,179628
2007-07-01,East Midlands,E12000004,149391
2007-07-01,East of England,E12000006,202456
2007-07-01,North West,E12000002,137440
2007-07-01,Yorkshire and The Humber,E12000003,138961
2007-07-01,South East,E12000008,235690
2007-07-01,London,E12000007,311255
2007-07-01,North East,E12000001,129789
2007-07-01,West Midlands Region,E12000005,155125
2007-07-01,South West,E12000009,199996
2007-07-01,England and Wales,K04000001,176916
2007-07-01,Great Britain,K03000001,170507
2007-07-01,United Kingdom,K02000001,170458
2007-08-01,Wales,W92000004,138449
2007-08-01,Scotland,S92000003,133914
2007-08-01,England,E92000001,180392
2007-08-01,London,E12000007,314847
2007-08-01,South East,E12000008,235693
2007-08-01,North East,E12000001,128532
2007-08-01,North West,E12000002,138176
2007-08-01,Yorkshire and The Humber,E12000003,139010
2007-08-01,South West,E12000009,201193
2007-08-01,East Midlands,E12000004,150126
2007-08-01,East of England,E12000006,203578
2007-08-01,West Midlands Region,E12000005,156406
2007-08-01,England and Wales,K04000001,177751
2007-08-01,Great Britain,K03000001,171321
2007-08-01,United Kingdom,K02000001,171402
2007-09-01,Wales,W92000004,138572
2007-09-01,England,E92000001,181308
2007-09-01,Scotland,S92000003,134410
2007-09-01,East Midlands,E12000004,152283
2007-09-01,East of England,E12000006,205094
2007-09-01,South West,E12000009,202471
2007-09-01,West Midlands Region,E12000005,156251
2007-09-01,Yorkshire and The Humber,E12000003,139513
2007-09-01,North East,E12000001,129728
2007-09-01,North West,E12000002,138466
2007-09-01,London,E12000007,316527
2007-09-01,South East,E12000008,237464
2007-09-01,England and Wales,K04000001,178652
2007-09-01,Great Britain,K03000001,172158
2007-09-01,United Kingdom,K02000001,172438
2007-10-01,England,E92000001,182070
2007-10-01,Wales,W92000004,139404
2007-10-01,Scotland,S92000003,132633
2007-10-01,South East,E12000008,239048
2007-10-01,South West,E12000009,202419
2007-10-01,London,E12000007,319233
2007-10-01,North East,E12000001,130162
2007-10-01,East Midlands,E12000004,150161
2007-10-01,East of England,E12000006,206022
2007-10-01,Yorkshire and The Humber,E12000003,140688
2007-10-01,West Midlands Region,E12000005,157181
2007-10-01,North West,E12000002,139422
2007-10-01,England and Wales,K04000001,179374
2007-10-01,Great Britain,K03000001,172801
2007-10-01,United Kingdom,K02000001,172990
2007-11-01,Scotland,S92000003,135315
2007-11-01,Wales,W92000004,138621
2007-11-01,England,E92000001,182617
2007-11-01,West Midlands Region,E12000005,156492
2007-11-01,Yorkshire and The Humber,E12000003,141330
2007-11-01,East Midlands,E12000004,151223
2007-11-01,East of England,E12000006,207211
2007-11-01,South East,E12000008,239073
2007-11-01,South West,E12000009,202661
2007-11-01,London,E12000007,320937
2007-11-01,North East,E12000001,130565
2007-11-01,North West,E12000002,139590
2007-11-01,England and Wales,K04000001,179762
2007-11-01,Great Britain,K03000001,173384
2007-11-01,United Kingdom,K02000001,173752
2007-12-01,Scotland,S92000003,134530
2007-12-01,Wales,W92000004,138440
2007-12-01,England,E92000001,182507
2007-12-01,South East,E12000008,238461
2007-12-01,North East,E12000001,131145
2007-12-01,North West,E12000002,140438
2007-12-01,South West,E12000009,201581
2007-12-01,East of England,E12000006,207279
2007-12-01,London,E12000007,320916
2007-12-01,East Midlands,E12000004,150561
2007-12-01,Yorkshire and The Humber,E12000003,141132
2007-12-01,West Midlands Region,E12000005,157297
2007-12-01,England and Wales,K04000001,179677
2007-12-01,Great Britain,K03000001,173147
2007-12-01,United Kingdom,K02000001,173485
2008-01-01,Wales,W92000004,139206
2008-01-01,England,E92000001,181613
2008-01-01,Scotland,S92000003,134948
2008-01-01,South West,E12000009,201228
2008-01-01,West Midlands Region,E12000005,155988
